"EMD-","Status","Entry Title","Entry Authors","Deposit Date","Resolution (Å)","Associated PDB","Citation Title"
"0271","REL","WT Hepatitis B core protein capsid","Bottcher B, Nassal M","2018-10-05","2.7","6htx","Structure of Mutant Hepatitis B Core Protein Capsids with Premature Secretion Phenotype."
"0272","REL","F97L Hepatitis B core protein capsid","Bottcher B, Nassal M","2018-10-05","2.6","6hu4","Structure of Mutant Hepatitis B Core Protein Capsids with Premature Secretion Phenotype."
"0273","REL","phosphorylated F97L Hepatitis B core protein capsid","Bottcher B, Nassal M","2018-10-05","2.8","6hu7","Structure of Mutant Hepatitis B Core Protein Capsids with Premature Secretion Phenotype."
"0275","REL","CryoEM structure of human full-length alpha1beta3gamma2L GABA(A)R in complex with picrotoxin and megabody Mb38.","Masiulis S, Desai R, Uchanski T, Serna Martin I, Laverty D, Karia D, Malinauskas T, Jasenko Z, Pardon E, Kotecha A, Steyaert J, Miller KW, Aricescu AR","2018-10-08","3.1","6hug","GABAAreceptor signalling mechanisms revealed by structural pharmacology."
"0276","REL","Mycobacterium smegmatis alternative protein ribosome","Tobiasson V, Amunts A","2018-10-08","3.4","","Zinc depletion does not necessarily induce ribosome hibernation in mycobacteria."
"0277","REL","Mycobacterium smegmatis alternative protein ribosome (LSU mask)","Tobiasson V, Amunts A","2018-10-08","3.3","","Zinc depletion does not necessarily induce ribosome hibernation in mycobacteria."
"0278","REL","Mycobacterium smegmatis alternative protein ribosome (SSU mask)","Tobiasson V, Amunts A","2018-10-08","3.7","","Zinc depletion does not necessarily induce ribosome hibernation in mycobacteria."
"0279","REL","CryoEM structure of human full-length heteromeric alpha1beta3gamma2L GABA(A)R in complex with picrotoxin  GABA and megabody Mb38.","Masiulis S, Desai R, Uchanski T, Serna Martin I, Laverty D, Karia D, Malinauskas T, Jasenko Z, Pardon E, Kotecha A, Steyaert J, Miller KW, Aricescu AR","2018-10-08","3","6huj","GABAAreceptor signalling mechanisms revealed by structural pharmacology."
"0280","REL","CryoEM structure of human full-length alpha1beta3gamma2L GABA(A)R in complex with bicuculline and megabody Mb38.","Masiulis S, Desai R, Uchanski T, Serna Martin I, Laverty D, Karia D, Malinauskas T, Jasenko Z, Pardon E, Kotecha A, Steyaert J, Miller KW, Aricescu AR","2018-10-08","3.7","6huk","GABAAreceptor signalling mechanisms revealed by structural pharmacology."
"0281","REL","Structure of the photosynthetic complex I from Thermosynechococcus elongatus","Schuller JM, Schuller SK, Kurisu G, Engel BD, Nowaczyk MM","2018-10-09","3.3","6hum","Structural adaptations of photosynthetic complex I enable ferredoxin-dependent electron transfer."
"0282","REL","CryoEM structure of human full-length heteromeric alpha1beta3gamma2L GABA(A)R in complex with alprazolam (Xanax)  GABA and megabody Mb38.","Masiulis S, Desai R, Uchanski T, Serna Martin I, Laverty D, Karia D, Malinauskas T, Jasenko Z, Pardon E, Kotecha A, Steyaert J, Miller KW, Aricescu AR","2018-10-09","3.3","6huo","GABAAreceptor signalling mechanisms revealed by structural pharmacology."
"0283","REL","CryoEM structure of human full-length alpha1beta3gamma2L GABA(A)R in complex with diazepam (Valium)  GABA and megabody Mb38.","Masiulis S, Desai R, Uchanski T, Serna Martin I, Laverty D, Karia D, Malinauskas T, Jasenko Z, Pardon E, Kotecha A, Steyaert J, Miller KW, Aricescu AR","2018-10-09","3.6","6hup","GABAAreceptor signalling mechanisms revealed by structural pharmacology."
"0289","REL","Structure of a functional obligate respiratory supercomplex from Mycobacterium smegmatis","Wiseman B, Nitharwal RG, Fedotovskaya O, Schafer J, Guo H, Kuang Q, Benlekbir S, Sjostrand D, Adelroth P, Rubinstein JL, Brzezinski P, Hogbom M","2018-10-12","3.3","6hwh","Structure of a functional obligate complex III2IV2respiratory supercomplex from Mycobacterium smegmatis."
"0299","REL","Bacteriophage phi6 nucleocapsid reconstructed with icosahedral symmetry","Ilca SL, Huiskonen JT","2018-10-18","3.5","6hy0","Multiple liquid crystalline geometries of highly compacted nucleic acid in a dsRNA virus."
"0300","REL","Reconstruction of dsRNA bacteriophage phi6 nucleocapsid with D3 symmetry","Ilca SL, Huiskonen JT","2018-10-18","4","","Multiple liquid crystalline geometries of highly compacted nucleic acid in a dsRNA virus."
"0308","REL","Rea1 Wild type ADP state (tail part)","Sosnowski P, Urnavicius L, Boland A, Fagiewicz R, Busselez J, Papai G, Schmidt H","2018-10-19","3.9","6hyd","The CryoEM structure of the Saccharomyces cerevisiae ribosome maturation factor Rea1."
"0310","REL","Structure of McrBC without DNA binding domains (one half of the full complex)","Itoh Y, Nirwan N, Saikrishnan K, Amunts A","2018-10-22","3.6","6hz4","Structure-based mechanism for activation of the AAA+ GTPase McrB by the endonuclease McrC."
"0322","REL","TnaC-stalled ribosome complex with the titin I27 domain folding close to the ribosomal exit tunnel","Su T, Kudva R, von Heijne G, Beckmann R","2018-10-26","3.2","6i0y","Folding pathway of an Ig domain is conserved on and off the ribosome."
"0326","REL","Aeromonas hydrophila ExeD","Contreras-Martel C, Farias Estrozi L","2018-10-30","3.7","6i1x","Structure and assembly of pilotin-dependent and -independent secretins of the type II secretion system."
"0327","REL","Vibrio vulnificus EpsD","Contreras-Martel C, Farias Estrozi L","2018-10-30","3.4","6i1y","Structure and assembly of pilotin-dependent and -independent secretins of the type II secretion system."
"0331","REL","Refined 13pf Hela Cell Tubulin microtubule (EML4-NTD decorated)","Atherton JM, Moores CA","2018-11-01","3.6","6i2i","Mitotic phosphorylation by NEK6 and NEK7 reduces the microtubule affinity of EML4 to promote chromosome congression."
"0332","REL","Structure of EV71 complexed with its receptor SCARB2","Zhou D, Zhao Y, Kotecha A, Fry EE, Kelly J, Wang X, Rao Z, Rowlands DJ, Ren J, Stuart DI","2018-11-01","3.4","6i2k","Unexpected mode of engagement between enterovirus 71 and its receptor SCARB2."
"0336","REL","Cryo-EM structure of the yeast Sec complex","Park E, Itskanov S","2018-11-16","3.7","6n3q","Structure of the posttranslational Sec protein-translocation channel complex from yeast."
"0339","REL","Cannabinoid Receptor 1-G Protein Complex","Krishna Kumar K, Shalev-Benami M, Hu H, Weis WI, Kobilka BK, Skiniotis G","2018-11-18","3","6n4b","Structure of a Signaling Cannabinoid Receptor 1-G Protein Complex."
"0341","REL","CryoEM structure of Nav1.7 VSD2 (actived state) in complex with the gating modifier toxin ProTx2","Xu H, Rohou A, Arthur CP, Estevez A, Ciferri C, Payandeh J, Koth CM","2018-11-20","3.6","6n4q","Structural Basis of Nav1.7 Inhibition by a Gating-Modifier Spider Toxin."
"0344","REL","CryoEM structure of Leviviridae PP7 WT coat protein dimer capsid (PP7PP7-WT)","Liangjun Z, Kopylov M, Potter CS, Carragher B, Finn MG","2018-11-20","3","6n4v","Engineering the PP7 Virus Capsid as a Peptide Display Platform."
"0345","REL","Metabotropic Glutamate Receptor 5 bound to L-quisqualate and Nb43","Koehl A, Hu H, Feng D, Sun B, Weis WI, Skiniotis GS, Mathiesen JM, Kobilka BK","2018-11-20","4","6n51","Structural insights into the activation of metabotropic glutamate receptors."
"0346","REL","Metabotropic Glutamate Receptor 5 Apo Form","Koehl A, Hu H, Feng D, Sun B, Weis WI, Skiniotis GS, Mathiesen JM, Kobilka BK","2018-11-20","4","6n52","Structural insights into the activation of metabotropic glutamate receptors."
"0348","REL","Cryo-EM structure of Escherichia coli RNAP polymerase bound with TraR in conformation I","Chen J, Chiu CE, Campbell EA, Darst SA","2018-11-21","3.7","6n57","E. coliTraR allosterically regulates transcription initiation by altering RNA polymerase conformation."
"0349","REL","Cryo-EM structure of Escherichia coli RNAP polymerase bound with TraR in conformation II","Chen J, Chiu CE, Campbell EA, Darst SA","2018-11-21","3.8","6n58","E. coliTraR allosterically regulates transcription initiation by altering RNA polymerase conformation."
"0351","REL","CryoEM structure of Leviviridae PP7 WT coat protein dimer capsid (PP7PP7-WT)","Liangjun Z, Kopylov M, Carragher B, Potter CS, Finn MG","2018-11-27","3.3","","Engineering the PP7 Virus Capsid as a Peptide Display Platform."
"0352","REL","CryoEM structure of Leviviridae PP7 WT coat protein dimer capsid (PP7PP7-WT)","Liangjun Z, Kopylov M, Carragher B, Potter CS, Finn MG","2018-11-27","3.2","","Engineering the PP7 Virus Capsid as a Peptide Display Platform."
"0353","REL","CryoEM structure of Leviviridae PP7 coat protein dimer capsid with a loop insertion (PP7-aloop-PP7)","Liangjun Z, Kopylov M, Carragher B, Potter CS, Finn MG","2018-11-27","2.9","","Engineering the PP7 Virus Capsid as a Peptide Display Platform."
"0354","REL","CryoEM structure of Leviviridae PP7 coat protein dimer capsid with a loop insertion and a C-terminal extension (PP7-aloop-PP7-150loop)","Liangjun Z, Kopylov M, Carragher B, Potter CS, Finn MG","2018-11-27","3.4","","Engineering the PP7 Virus Capsid as a Peptide Display Platform."
"0356","REL","Cryo-EM structure of the 2:1 hPtch1-Shhp complex","Yan N, Gong X, Qian HW","2018-11-27","3.6","6n7h","Inhibition of tetrameric Patched1 by Sonic Hedgehog through an asymmetric paradigm."
"0357","REL","Structure of bacteriophage T7 E343Q mutant gp4 helicase-primase in complex with ssDNA  dTTP  AC dinucleotide and CTP (gp4(5)-DNA)","Gao Y, Cui Y, Zhou Z, Yang W","2018-11-27","3.2","6n7i","Structures and operating principles of the replisome."
"0359","REL","Structure of bacteriophage T7 E343Q mutant gp4 helicase-primase in complex with ssDNA  dTTP  AC dinucleotide and CTP (form I)","Gao Y, Cui Y, Zhou Z, Yang W","2018-11-27","3.5","6n7n","Structures and operating principles of the replisome."
"0360","REL","S. cerevisiae spliceosomal E complex (UBC4)","Liu S, Li X, Zhou ZH, Zhao R","2018-11-27","3.6","6n7p","A unified mechanism for intron and exon definition and back-splicing."
"0361","REL","Saccharomyces cerevisiae spliceosomal E complex (ACT1)","Liu S, Li X, Zhou ZH, Zhao R","2018-11-28","3.2","6n7r","A unified mechanism for intron and exon definition and back-splicing."
"0363","REL","Structure of bacteriophage T7 E343Q mutant gp4 helicase-primase in complex with ssDNA  dTTP  AC dinucleotide and CTP (form III)","Gao Y, Cui Y, Zhou Z, Yang W","2018-11-28","3.9","6n7t","Structures and operating principles of the replisome."
"0364","REL","Structure of bacteriophage T7 gp4 (helicase-primase  E343Q mutant) in complex with ssDNA  dTTP  AC dinucleotide  and CTP (from multiple lead complexes)","Gao Y, Fox T, Val N, Yang W","2018-11-28","3.8","6n7v","Structures and operating principles of the replisome."
"0369","REL","Cryo-EM structure of late nuclear (LN) pre-60S ribosomal subunit","Zhou Y, Musalgaonkar S, Johnson AW, Taylor DW","2018-11-29","3.5","6n8j","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome."
"0370","REL","Cryo-EM structure of early cytoplasmic-immediate (ECI) pre-60S ribosomal subunit","Zhou Y, Musalgaonkar S, Johnson AW, Taylor DW","2018-11-29","3.6","6n8k","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome."
"0371","REL","Cryo-EM structure of early cytoplasmic-late (ECL) pre-60S ribosomal subunit","Zhou Y, Musalgaonkar S, Johnson AW, Taylor DW","2018-11-29","3.6","6n8l","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome."
"0372","REL","Cryo-EM structure of pre-Lsg1 (PL) pre-60S ribosomal subunit","Zhou Y, Musalgaonkar S, Johnson AW, Taylor DW","2018-11-29","3.5","6n8m","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome."
"0373","REL","Cryo-EM structure of Lsg1-engaged (LE) pre-60S ribosomal subunit","Zhou Y, Musalgaonkar S, Johnson AW, Taylor DW","2018-11-29","3.8","6n8n","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome."
"0374","REL","Cryo-EM structure of Rpl10-inserted (RI) pre-60S ribosomal subunit","Zhou Y, Musalgaonkar S, Johnson AW, Taylor DW","2018-11-29","3.5","6n8o","Tightly-orchestrated rearrangements govern catalytic center assembly of the ribosome."
"0379","REL","Structure of bacteriophage T7 lagging-strand DNA polymerase (D5A/E7A) interacting with primase domains of two gp4 subunits bound to an RNA/DNA hybrid and dTTP (from LagS1)","Gao Y, Fox T, Val N, Yang W","2018-12-04","3.7","6n9u","Structures and operating principles of the replisome."
"0380","REL","Structure of bacteriophage T7 lagging-strand DNA polymerase (D5A/E7A) and gp4 (helicase/primase) bound to DNA including RNA/DNA hybrid  and an incoming dTTP (LagS1)","Gao Y, Fox T, Val N, Yang W","2018-12-04","4","6n9v","Structures and operating principles of the replisome."
"0381","REL","Structure of bacteriophage T7 lagging-strand DNA polymerase (D5A/E7A) and gp4 (helicase/primase) bound to DNA including RNA/DNA hybrid  and an incoming dTTP (LagS2)","Gao Y, Cui Y, Zhou Z, Yang W","2018-12-04","4","6n9w","Structures and operating principles of the replisome."
"0401","REL","MERS-CoV complex with human neutralizing LCA60 antibody Fab fragment (state 1)","Walls AC, Xiong X, Park YJ, Tortorici MA, Snijder S, Quispe J, Cameroni E, Gopal R, Mian D, Lanzavecchia A, Zambon M, Rey FA, Corti D, Veesler D, Seattle Structural Genomics Center for Infectious Disease (SSGCID)","2018-12-06","3.5","6nb3","Unexpected Receptor Functional Mimicry Elucidates Activation of Coronavirus Fusion."
"0402","REL","MERS-CoV S complex with human neutralizing LCA60 antibody Fab fragment (state 2)","Walls AC, Xiong X, Park YJ, Tortorici MA, Snijder S, Quispe J, Cameroni E, Gopal R, Mian D, Lanzavecchia A, Zambon M, Rey FA, Corti D, Veesler D, Seattle Structural Genomics Center for Infectious Disease (SSGCID)","2018-12-06","3.6","6nb4","Unexpected Receptor Functional Mimicry Elucidates Activation of Coronavirus Fusion."
"0406","REL","Single-particle cryo-EM reconstruction of horse liver alcohol dehydrogenase using 200 keV","Herzik Jr MA, Wu M, Lander GC","2018-12-06","2.9","6nbb","High-resolution structure determination of sub-100 kDa complexes using conventional cryo-EM."
"0407","REL","Single-particle cryo-EM reconstruction of human methemoglobin using 200 keV  state 1","Herzik Jr MA, Wu M, Lander GC","2018-12-06","2.8","6nbc","High-resolution structure determination of sub-100 kDa complexes using conventional cryo-EM."
"0408","REL","Single-particle cryo-EM reconstruction of human methemoglobin using 200 keV  state 2","Herzik Jr MA, Wu M, Lander GC","2018-12-06","3.2","6nbd","High-resolution structure determination of sub-100 kDa complexes using conventional cryo-EM."
"0410","REL","Cryo-EM structure of parathyroid hormone receptor type 1 in complex with a long-acting parathyroid hormone analog and G protein","Zhao L-H, Ma S, Sutkeviciute I, Shen D-D, Zhou XE, de Waal PP, Li C-Y, Kang Y, Clark LJ, Jean-Alphonse FG, White AD, Xiao K, Yang D, Jiang Y, Watanabe T, Gardella TJ, Melcher K, Wang M-W, Vilardaga J-P, Xu HE, Zhang Y","2018-12-07","3","6nbf","Structure and dynamics of the active human parathyroid hormone receptor-1."
"0411","REL","Cryo-EM structure of parathyroid hormone receptor type 1 in complex with a long-acting parathyroid hormone analog and G protein","Zhao L-H, Ma S, Sutkeviciute I, Shen D-D, Zhou XE, de Waal PP, Li C-Y, Kang Y, Clark LJ, Jean-Alphonse FG, White AD, Xiao K, Yang D, Jiang Y, Watanabe T, Gardella TJ, Melcher K, Wang M-W, Vilardaga J-P, Xu HE, Zhang Y","2018-12-07","3.5","6nbh","Structure and dynamics of the active human parathyroid hormone receptor-1."
"0412","REL","Cryo-EM structure of parathyroid hormone receptor type 1 in complex with a long-acting parathyroid hormone analog and G protein","Zhao L-H, Ma S, Sutkeviciute I, Shen D-D, Zhou XE, de Waal PP, Li C-Y, Kang Y, Clark LJ, Jean-Alphonse FG, White AD, Xiao K, Yang D, Jiang Y, Watanabe T, Gardella TJ, Melcher K, Wang M-W, Vilardaga J-P, Xu HE, Zhang Y","2018-12-07","4","6nbi","Structure and dynamics of the active human parathyroid hormone receptor-1."
"0415","REL","T.elongatus NDH (data-set 1)","Laughlin TG, Bayne A, Trempe J-F, Savage DF, Davies KM","2018-12-09","3.1","6nbq","Structure of the complex I-like molecule NDH of oxygenic photosynthesis."
"0416","REL","T.elongatus NDH Peripheral Arm Focus Map(data-set 1)","Laughlin TG, Davies KM","2018-12-09","3.6","","Structure of the complex I-like molecule NDH of oxygenic photosynthesis."
"0417","REL","T.elongatus NDH Peripheral Arm Focus Map with NdhS(data-set 1)","Laughlin TG, Davies KM","2018-12-09","3.7","","Structure of the complex I-like molecule NDH of oxygenic photosynthesis."
